id,label,text
356,T,승용차를 언제 인도 받으실 수 있나요?
357,T,언제까지 그게 필요하세요?
358,T,계약서 재계약 날짜가 언제지요?
359,T,언제쯤 선적이 가능할 것 같습니까?
360,T,언제 새 회계 시스템을 도입하고 싶습니까?
361,T,"다만, A 기관은 석탄 기업에 대한 지분을 언제 처리할지 아직 결정하진 않았다."
362,T,일정을 맞추지 못하는 계약자는 무거운 위약금을 물게 된다.
363,T,그쪽 제안서는 일정에 있어서 다소 모호해 보입니다.
364,T,간단한 질문 하나: 프로젝트 일정에 관해 누구와 말하면 될까요?
365,T,일정 논의를 위해 내일 저녁 7시에 고객을 만나실 수 있나요?
366,T,"귀사의 견적은 할인 혜택, 납품 일정 및 지불 조건을 포함해야 합니다."
367,T,일정이 정해지면 알려 드리겠습니다
368,T,회사는 그 프로젝트를 1년 안에 완성하고 싶어한다.
369,T,발주서는 1월 10일에 발송되었습니다.
370,T,좋아요. 1월에 할인 판매할 테니 그 때 다시 알려주세요.
371,T,"다시 말씀드립니다만, 제품을 2월 말까지 받았으면 좋겠습니다."
372,T,교통 정보와 운행 시스템을 제어하는 보안 시스템은 올해 안에 구축될 예정입니다.
373,C,우리가 최근 내놓은 컴퓨터는 모든 경쟁 제품들을 능가한다.
374,C,우리의 가격이 경쟁사들의 가격에 비해 낫다
375,C,우리는 우리의 유럽 경쟁사들보다 5% 저가로 공급할 수 있었다.
376,C,우리 제품이 경쟁사의 것보다 우수하다.
377,C,그 회사는 경쟁사들과의 심한 경쟁에 직면해 있다.
378,C,이 품목엔 경쟁사가 거의 없습니다.
379,C,"귀사의 포장 시스템에 관심이 있지만, 경쟁사보다 훨씬 더 비싸요."
380,C,그 계약을 따기 위한 경쟁적인 응찰이 있었다.
381,C,그 계약을 두고 몇 개 회사가 경쟁을 벌이고 있다.
382,C,나는 당신의 회사와 경쟁자들 사이에서 고민하고 있다.
383,C,그 기업은 경쟁사들보다 완전한 우위를 확립했다.
384,C,우리는 그 계약을 두고 네 곳의 다른 회사들과 경쟁을 하고 있다.
385,C,그 외에도 경쟁사는 있습니다.
386,C,만일 귀사의 제품이 경쟁사의 것과 같지 않다면 어떻게 하시겠습니까?
387,C,그것은 경쟁입찰을 하려고 내놓아졌었나요?
388,C,또한 경쟁입찰을 폐지하자는 언질이 있다.
389,C,모든 계약은 경쟁 입찰과정을 통하여 낙찰되었다.
390,C,여러 회사가 계속 입찰에 임했다
391,C,한 프랑스 회사가 그 계약에 응찰할 것이다
392,C,그밖에 누가 그 프로젝트에 입찰할 것인지 알아내기는 힘들 겁니다.
393,C,소식통에 따르면 인수 후보 중 일부의 요청에 따라 본입찰이 연기된 것으로 전해졌다.
394,C,"정부 입찰에서 경쟁우위를 확보하기 위해, 저비용항공사들은 보유 중인 항공기 수와 다른 중국 도시에서의 운항 경험 등 자신들의 강점을 강조하고 있다."
395,C,입찰 초청을 받으려면 정확히 어떤 필수 조건들이 있습니까?
396,C,현재 저희 팀은 하와이에 있는 그 수상공원 프로젝트를 입찰하려고 하는데 귀하께서 Conrad & Associates 사에 대한 어떤 정보라도 저희에게 제공해주시면 큰 도움이 될 것입니다.
397,C,"EDF가 영국의 센트리카와 공동 입찰을 할 것이라는 추즉에도 불구하고, 그 프랑스 회사는 단독 입찰을 했다."
398,C,"그러나 SBS는 막판에 합의를 깨고 7,250만 달러로 입찰하며 단독 중계권을 얻게 되었다."
399,C,우리 회사는 기술과 가격경쟁력면에서 비교 우위에 있다
400,C,게다가 추가 사업을 위해 경쟁해야 한다는 것을 알고있는 공급사들은 비교우위의 예산작성과 납기를 맞출 수 있는 중점된 자료로 입증해야 한다.
401,C,받아놓은 다른 제안서들과 비교해 볼 수 있도록 귀사의 제안서를 메일로 보내주시겠어요?
402,C,"물론 귀사의 납품업체가 많습니다만, 꼭 지금 바로 협력하지 않더라도 귀하께서 비용, 서비스, 품질 보증을 비교하실 수 있도록 저희의 제안서를 드릴 기회가 있었으면 합니다."
403,C,우리 회사 제품은 타사 제품보다 현저히 나은 점이 있다.
404,C,"이 건으로 불편을 드려 유감으로 생각하며, 귀사가 타사로부터 주문하신다 해도 충분히 이해합니다."
405,C,저희 가격이 동종 타사 브랜드의 시스템보다 확실히 더 비쌉니다. 하지만 저희가 판매하는 모든 시스템에는 광범위한 현장 교육과 업계 최고의 장기적인 서비스가 지원됩니다.
406,C,두 가지 안을 비교 검토했다.
407,C,이익을 비용과 따져서 비교 검토해 봐야할 것이다
408,C,가격 면에 있어서는 비교가 안 된다.
409,C,비교해 보실 수 있도록 그 두 가지 계획안을 동봉합니다.
410,C,우리는 이것을 사기 전에 여러 모델을 비교해 보았다.
411,C,그들은 네 회사의 상대적인 장점들을 비교해 보았다.
412,C,그들 장점을 세밀하게 비교하다.
413,C,"물론 귀사의 납품업체가 많습니다만, 꼭 지금 바로 협력하지 않더라도 귀하께서 비용, 서비스, 품질 보증을 비교하실 수 있도록 저희의 제안서를 드릴 기회가 있었으면 합니다."
414,C,우선 저희를 다른 보석 소매점들과 비교하시면 안 됩니다.
415,C,비교 구매를 해야 겠어요.
416,C,다른 데에서 살게요
417,C,다른 데를 찾아보자
418,C,다른데도 알아봐야 겠습니다
419,C,어디 다른 곳에 가면 이것을 틀림없이 더 싸게 살 수 있을 거야.
420,C,나는 그 돈이 어디 다른 곳에 더 낫게 쓰일 수 있을지를 숙고하는 중이다.
421,C,그 가게는 다른 곳보다 싼 가격으로 물품을 판다.
422,C,이 회사가 다른 곳보다 저렴하다
423,C,나는 그것들을 다른 곳에서 더 싸게 살 수 있다.
424,C,다른 곳과 비교를 해보겠다.
425,C,다른 곳의 제품들이 훨씬 좋은 것 같다. 
426,C,다른 회사 제품들도 보고 오겠다.
427,C,다른 회사들이 훨씬 좋은 조건의 계약을 제시하고 있다.
428,C,제가 다른 회사들 말고 왜 당신의 제품을 선택해야 하나요?
429,C,다른 회사들과 비교해봐도 당신 것이 훨씬 낫네요.
430,C,다른 회사들이 제공해주기로 한 것을 당신도 제공해줄 수 있나요?
431,C,저희 제품의 가격은 타 회사 제품에 비해 30%나 저렴합니다
432,C,우리는 이 분야에서 타회사들이 따라올 수 없는 노하우를 갖고 있다.
433,C,타회사와 비교했을때 당신의 강점은 무엇인가요?
434,C,타회사의 제품을 고를게요.
435,C,나는 타회사 제품과 당신것을 비교하고 있아요.
436,C,왜 타회사 제품보다 당신 회사의 제품을 선택하는 게 더 좋은 결정인지 설명해주세요
437,C,다른 제품은 또 없나요?
438,C,좀 저렴한 다른 제품 없을까요?
439,C,"이것은 다른 제품들과 거의 비슷하지만, 가격은 약간 더 싸다."
440,C,다른 제품을 원하십니까!
441,C,"아니오, 다른 제품들은 너무 비쌉니다."
442,C,그래도 다른 서비스들도 비슷한 장비를 권한다.
443,C,우리 상황에 맞는 다른 서비스는 없나요?
444,C,다른 서비스들은 훨씬 많은 특혜를 준다.
445,C,다른 서비스들과 비교해서 나은 점이 무엇인가요?
446,C,다른 서비스들도 비슷한 것을 제공하는데요.
447,C,타사 제품과 비교해 볼 때 우리 제품은 조작하기가 더 쉽습니다.
448,C,이 제품의 품질은 고가의 제품들과 비교해도 손색이 없다
449,C,이 제품과 비교제품의 차이점을 자세히 알고 싶습니다.
450,C,이 제품은 비교제품에 비해 어떤 점이 더 다른가요?
451,C,제가 검토한 비교 제품과 이 제품을 비교해보면 어떤 차이가 있나요?
452,C,"비교제품 대비, 제가 이 제품을 구매해야 하는 이유가 무엇인가요?"
453,C,"비교제품과 이 제품을 비교했을 때, 이 제품이 가지는 장점은 무엇인가요?"
